customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04432,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.76,2130.27,No
CUST-04433,Male,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,114.13, ,No
CUST-04434,Female,0,Yes,No,58,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.7,5201.74,No
CUST-04435,Male,0,Yes,No,68,Yes,No,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,62.93,4279.76,No
CUST-04436,Male,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.07,1433.01,No
CUST-04437,Male,0,Yes,No,33,Yes,No,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,64.56,2139.81,No
CUST-04438,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,79.28,5142.45,No
CUST-04439,Male,0,Yes,Yes,17,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.43,869.37,No
CUST-04440,Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,69.54,274.88,No
CUST-04441,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,31.15,603.4,No
CUST-04442,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,63.67,4138.86,No
CUST-04443,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,27.17,1657.2,No
CUST-04444,Female,1,No,No,31,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,22.96,720.47,No
CUST-04445,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,104.58,5955.84,No
CUST-04446,Female,1,No,No,49,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.71,1905.54,No
CUST-04447,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),76.09,2819.31,No
CUST-04448,Female,1,No,No,54,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,33.05,1797.08,No
CUST-04449,Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),44.52,1198.25,No
CUST-04450,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),54.5,1141.56,Yes
CUST-04451,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),32.51,1366.84,No
CUST-04452,Female,0,No,No,35,No,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,22.64,791.79,No
CUST-04453,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),106.59,5443.77,No
CUST-04454,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,19.2,669.84,No
CUST-04455,Female,1,No,No,27,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,24.19,642.53,No
CUST-04456,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),99.31,5674.22,No
CUST-04457,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,46.48,1645.95,Yes
CUST-04458,Male,0,Yes,No,69,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),91.0,6263.32,No
CUST-04459,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,32.77,266.96,No
CUST-04460,Male,0,Yes,No,20,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.97,846.87,No
CUST-04461,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),75.85,4780.98,No
CUST-04462,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,No,Electronic check,117.85,7086.74,No
CUST-04463,Male,1,Yes,No,39,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.42,977.96,No
CUST-04464,Male,0,No,No,55,Yes,No,No,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.46,3209.66,No
CUST-04465,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.35,68.12,Yes
CUST-04466,Female,0,No,Yes,30,Yes,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),38.12,1152.8,No
CUST-04467,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.65,2862.97,No
CUST-04468,Male,0,Yes,No,57,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),27.74,1569.12,No
CUST-04469,Male,0,No,Yes,24,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,104.54,2491.2,Yes
CUST-04470,Female,0,No,Yes,68,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,35.96,2453.08,No
CUST-04471,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),105.04,7248.93,No
CUST-04472,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,72.34,291.0,Yes
CUST-04473,Female,1,Yes,No,7,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.7,754.94,No
CUST-04474,Female,0,No,Yes,8,No,No,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,33.32,258.46,No
CUST-04475,Male,1,No,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.97,1327.18,Yes
CUST-04476,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),86.75,525.74,No
CUST-04477,Male,0,Yes,No,71,No,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.84,5162.13,No
CUST-04478,Male,0,Yes,Yes,14,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),99.87,1392.76,No
CUST-04479,Male,0,No,No,36,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,83.48,3006.33,No
CUST-04480,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),106.58,4055.28,Yes
CUST-04481,Female,1,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),56.49,267.99,Yes
CUST-04482,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,77.58,4351.15,No
CUST-04483,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),105.93,1911.11,No
CUST-04484,Male,0,Yes,No,62,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.7,2452.98,No
CUST-04485,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,67.06,2034.29,No
CUST-04486,Male,0,Yes,No,9,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.03,1025.76,No
CUST-04487,Female,0,No,No,66,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.83,4352.13,Yes
CUST-04488,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,43.54,2658.72,No
CUST-04489,Male,0,No,No,2,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),53.46,102.78,No
CUST-04490,Female,1,No,Yes,17,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),107.39,1826.53,Yes
CUST-04491,Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),114.44,2751.9,No
CUST-04492,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),113.96,2193.79,No
CUST-04493,Female,0,No,No,57,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),88.59,5035.14,No
CUST-04494,Female,0,No,No,49,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,One year,No,Credit card (automatic),69.47,3376.92,No
CUST-04495,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,36.45,317.95,No
CUST-04496,Male,0,No,No,20,No,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,30.45,608.7,Yes
CUST-04497,Male,0,Yes,No,28,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.04,679.77,Yes
CUST-04498,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,19.79,179.07,No
CUST-04499,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,106.69,1278.76,No
CUST-04500,Female,0,No,No,46,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),99.72,4602.49,No
CUST-04501,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,75.35,1649.79,Yes
CUST-04502,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,118.87,5841.26,No
CUST-04503,Male,0,No,No,3,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.26,348.99,Yes
CUST-04504,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,84.17,5570.22,No
CUST-04505,Female,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.92,3366.41,No
CUST-04506,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,33.37,29.85,No
CUST-04507,Female,1,No,No,67,Yes,Yes,No,Yes,No internet service,No,No,No,No,Month-to-month,No,Mailed check,70.07,4680.08,No
CUST-04508,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Electronic check,33.93,2174.52,No
CUST-04509,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.24,3264.65,No
CUST-04510,Male,0,No,Yes,69,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),113.21,7831.58,No
CUST-04511,Male,1,Yes,No,6,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,52.54,316.05,No
CUST-04512,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),33.43,586.57,Yes
CUST-04513,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,76.82,3312.7,No
CUST-04514,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,78.84,4878.95,No
CUST-04515,Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,37.57,2391.78,No
CUST-04516,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),37.86,1445.7,No
CUST-04517,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,117.94,2940.82,No
CUST-04518,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,42.57,1824.52,No
CUST-04519,Female,0,Yes,No,11,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.66,1143.28,No
CUST-04520,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),65.5,1380.64,No
CUST-04521,Male,0,No,Yes,13,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Electronic check,61.93,811.06,No
CUST-04522,Male,0,No,No,29,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),47.79,1372.15,No
CUST-04523,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Credit card (automatic),96.16,4141.94,No
CUST-04524,Male,0,Yes,No,37,Yes,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Electronic check,106.95,3954.38,No
CUST-04525,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,44.37,2569.02,Yes
CUST-04526,Male,0,Yes,No,41,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,27.6,1135.68,No
CUST-04527,Male,0,No,No,51,Yes,No phone service,No,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),31.83,1623.41,No
CUST-04528,Female,1,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),98.07,6065.71,No
CUST-04529,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.02,3730.72,No
CUST-04530,Male,0,No,No,33,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,31.32,1044.04,Yes
CUST-04531,Female,0,No,No,38,No,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,52.37,1984.19,No
CUST-04532,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.94,2803.69,Yes
CUST-04533,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,104.06,3755.3,No
CUST-04534,Female,0,No,No,64,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Electronic check,82.82,5281.79,No
CUST-04535,Female,0,No,No,31,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Electronic check,35.78,1104.03,No
CUST-04536,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,34.03,216.44,No
CUST-04537,Male,0,Yes,No,17,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,59.65,1020.39,No
CUST-04538,Male,1,No,No,44,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,25.59,1130.43,Yes
CUST-04539,Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,94.31,3011.37,No
CUST-04540,Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.55,232.7,No
CUST-04541,Female,0,No,No,35,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.65,1839.07,No
CUST-04542,Female,0,No,No,22,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),69.42,1506.84,No
CUST-04543,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.6,3507.4,No
CUST-04544,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,75.5,304.55,No
CUST-04545,Female,0,No,No,33,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),99.04,3266.88,No
CUST-04546,Male,0,No,No,23,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,81.57,1874.73,Yes
CUST-04547,Female,0,No,No,16,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),97.58,1568.36,No
CUST-04548,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,88.38,6170.73,No
CUST-04549,Female,0,No,No,21,Yes,No,DSL,No,No,No,No internet service,No internet service,No,Two year,Yes,Electronic check,37.51,778.96,No
CUST-04550,Female,0,Yes,No,14,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,23.29,328.19,No
CUST-04551,Male,0,No,No,14,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,109.24,1540.52,No
CUST-04552,Female,0,No,No,24,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,113.51,2700.14,Yes
CUST-04553,Female,0,Yes,No,52,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,91.42,4763.8,No
CUST-04554,Male,0,No,No,20,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),91.14,1815.72,No
CUST-04555,Male,0,Yes,No,65,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Mailed check,45.28,2940.33,No
CUST-04556,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),72.79,2256.83,No
CUST-04557,Female,0,No,No,20,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),118.22,2353.35,No
CUST-04558,Female,1,No,No,67,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),104.47,6987.09,No
CUST-04559,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,48.74,2097.9,No
CUST-04560,Female,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,48.41,3165.6,No
CUST-04561,Female,1,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.84,859.46,Yes
CUST-04562,Male,0,No,No,14,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),58.86,814.5,Yes
CUST-04563,Female,0,No,Yes,19,No,No,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.49,1042.07,Yes
CUST-04564,Male,0,No,Yes,33,Yes,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,81.32,2681.3,No
CUST-04565,Male,1,Yes,No,35,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.16,660.77,No
CUST-04566,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),95.1,751.19,No
CUST-04567,Male,0,Yes,No,70,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.75,6494.6,No
CUST-04568,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),101.86,2939.49,Yes
CUST-04569,Male,0,Yes,No,62,No,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),102.99,6401.6,No
CUST-04570,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),75.21,2545.38,Yes
CUST-04571,Male,0,No,No,12,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.79,1172.79,Yes
CUST-04572,Female,0,No,Yes,45,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.73,3067.58,Yes
CUST-04573,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),114.1,6287.48,No
CUST-04574,Male,0,Yes,No,8,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,37.26,308.82,No
CUST-04575,Male,1,No,Yes,35,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),110.48,3874.76,No
CUST-04576,Male,0,No,No,2,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,44.11,90.36,No
CUST-04577,Male,0,No,No,18,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,28.38,522.63,Yes
CUST-04578,Male,1,Yes,No,27,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),62.35,1680.84,No
CUST-04579,Female,1,Yes,Yes,22,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),80.11,1771.07,No
CUST-04580,Female,0,No,No,6,Yes,No,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Mailed check,41.33,259.06,No
CUST-04581,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.14,968.91,No
CUST-04582,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,99.6,4479.31,No
CUST-04583,Male,1,No,No,14,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),43.97,620.46,Yes
CUST-04584,Female,1,No,No,66,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),76.61,5052.57,No
CUST-04585,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,52.27,726.34,No
CUST-04586,Male,0,Yes,No,50,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,71.51,3583.38,No
CUST-04587,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,85.36,598.98,No
CUST-04588,Female,0,Yes,No,68,No,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),53.39,3638.28,No
CUST-04589,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,118.44,7226.37,No
CUST-04590,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,74.94,3752.09,No
CUST-04591,Male,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,101.27,6292.72,No
CUST-04592,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.24,6111.46,Yes
CUST-04593,Female,0,Yes,No,15,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,104.13,1557.91,Yes
CUST-04594,Male,0,No,No,23,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),35.55,821.95,No
CUST-04595,Male,0,No,Yes,5,No,No,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),40.48,176.61,No
CUST-04596,Male,0,No,No,56,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),67.23,3771.97,No
CUST-04597,Female,0,Yes,No,30,No,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,104.09,3114.08,No
CUST-04598,Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,37.96,206.56,No
CUST-04599,Male,0,Yes,No,28,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,116.08,3258.14,No
CUST-04600,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,30.89,2047.9,Yes
CUST-04601,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),35.68,80.76,No
CUST-04602,Female,0,Yes,No,27,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.89,937.44,Yes
CUST-04603,Male,0,Yes,No,47,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.19,3625.33,No
CUST-04604,Male,0,Yes,No,9,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No,One year,No,Electronic check,110.67,979.11,No
CUST-04605,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),43.77,1415.59,No
CUST-04606,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.86,4861.88,No
CUST-04607,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),35.75,2430.85,No
