gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,has_support,actual_churn,churn_probability,churn_predicted
1,1,0,1,1,1,0,1,0,2,0,2,1,0,0,1,35,110.48,3874.76,110.70742857142858,0,0,0.29742185136446586,0
1,0,1,1,1,0,0,2,2,2,0,0,2,0,1,0,25,96.6,2420.16,96.8064,2,0,0.29715713650572373,0
0,1,0,0,0,2,1,0,0,1,2,1,1,0,1,1,49,38.71,1905.54,38.888571428571424,1,0,0.29691386447439216,0
0,0,0,0,1,2,0,2,2,1,1,1,2,0,1,2,47,58.69,2764.43,58.81765957446808,2,0,0.29565619799041765,0
0,0,1,0,1,0,0,0,2,0,0,1,2,0,0,2,31,99.26,3079.62,99.34258064516129,1,1,0.295538826450313,0
0,1,0,1,1,2,1,1,0,0,2,0,0,0,1,3,47,89.95,4220.44,89.79659574468084,1,1,0.2943110239096664,0
1,0,1,1,1,0,2,1,0,1,0,2,0,0,0,0,24,106.26,2541.6,105.89999999999999,0,0,0.2942451352503903,0
1,1,1,0,1,0,1,0,2,2,2,0,2,0,1,0,35,107.43,3753.96,107.256,2,1,0.29396024684847877,0
1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2,32,110.96,3547.57,110.8615625,0,0,0.29313825137356303,0
0,1,0,1,1,2,0,0,0,0,2,1,2,0,0,3,43,95.72,4117.95,95.76627906976744,1,0,0.2922272803883558,0
0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,3,47,66.19,3123.88,66.46553191489362,0,0,0.29219842010124436,0
0,0,0,0,1,0,1,1,0,2,0,0,2,0,0,1,47,53.74,2524.38,53.71021276595745,0,1,0.2918094167145642,0
0,0,0,0,1,0,0,1,1,2,2,0,0,0,1,3,57,25.08,1421.33,24.935614035087717,1,0,0.29145850639669296,0
1,0,1,1,1,0,2,0,2,2,0,0,2,0,0,0,19,48.54,927.61,48.82157894736842,1,1,0.2914050671633384,0
0,0,0,0,1,0,1,2,0,1,0,0,2,0,1,3,55,27.08,1488.63,27.066000000000003,1,0,0.2911492078100044,0
0,0,0,0,1,0,1,0,1,1,0,1,2,0,1,3,51,38.36,1954.36,38.32078431372549,0,0,0.2907422941705855,0
0,0,0,0,1,2,2,2,2,2,0,2,1,0,1,2,40,39.13,1558.69,38.96725,2,1,0.2894673040438298,0
1,0,0,0,1,0,1,0,2,0,2,2,2,0,0,3,40,100.12,4008.31,100.20775,2,1,0.28891629862461116,0
1,0,1,0,1,2,2,0,0,2,0,1,2,0,1,2,38,73.13,2770.75,72.91447368421052,0,0,0.2881901407866737,0
1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,37,57.38,2154.41,58.22729729729729,0,1,0.2875149184735335,0
1,0,0,0,1,1,0,0,2,2,2,1,2,0,0,0,35,93.34,3265.93,93.31228571428571,2,0,0.2875018450042258,0
1,0,1,0,1,0,0,2,1,0,2,2,1,0,0,2,44,86.44,3796.98,86.295,2,1,0.2874789172873223,0
1,1,0,0,1,2,1,2,1,0,1,2,0,0,1,0,49,69.57,3418.55,69.76632653061225,1,1,0.28747363333176806,0
1,0,0,1,0,2,1,2,1,2,0,0,0,0,1,0,35,24.16,837.96,23.941714285714287,1,1,0.28732535341118964,0
0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,51,81.82,4174.21,81.84725490196078,0,0,0.2865793070595997,0
0,1,1,0,1,2,0,0,2,2,0,2,0,0,1,3,38,56.08,2120.57,55.80447368421053,1,0,0.285735478375629,0
0,0,1,0,1,2,0,2,0,0,0,0,2,0,1,2,46,101.09,4646.67,101.01456521739131,1,1,0.28567811885474576,0
0,0,1,0,1,1,2,1,2,0,0,1,0,0,1,0,32,97.25,3124.12,97.62875,1,0,0.2856740959339678,0
1,0,0,0,1,2,0,0,0,1,0,2,0,0,1,2,46,33.35,1541.05,33.50108695652174,0,0,0.2848841523951658,0
1,1,0,0,1,2,1,2,2,2,0,2,0,0,0,0,32,83.01,2641.85,82.5578125,2,0,0.284648380020199,0
0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,43,92.85,3996.79,92.9486046511628,0,0,0.28457737983734926,0
1,0,0,0,1,2,0,0,0,0,0,0,2,0,1,3,49,79.45,3896.07,79.51163265306123,0,1,0.2844566872932494,0
1,0,1,0,0,2,2,2,1,0,1,1,2,0,0,2,43,36.99,1570.97,36.53418604651163,1,0,0.2840517398558188,0
1,0,0,0,1,2,1,2,1,2,0,2,0,0,1,0,39,117.35,4582.04,117.48820512820512,1,0,0.2839579698200999,0
0,1,1,0,1,0,1,0,0,0,1,1,2,0,1,1,54,37.04,1997.78,36.995925925925924,0,1,0.2832484598687249,0
1,0,1,0,1,0,2,0,2,0,0,1,0,0,1,0,27,112.5,3049.03,112.92703703703704,1,0,0.28308567430007936,0
1,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,45,31.39,1414.24,31.427555555555557,1,0,0.282976080633258,0
0,0,1,0,1,2,1,0,1,1,0,1,0,0,1,0,38,37.81,1432.25,37.69078947368421,0,0,0.28238734329001614,0
1,0,1,1,1,0,1,0,1,0,0,2,2,0,1,3,41,19.57,809.95,19.75487804878049,0,0,0.2822133753929772,0
0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,45,45.4,2043.08,45.401777777777774,0,0,0.2813190739306977,0
0,0,0,1,1,2,1,0,0,2,1,0,0,0,0,1,39,24.41,971.94,24.921538461538464,0,1,0.2798292392039422,0
0,0,0,0,1,0,2,2,1,2,1,0,0,0,0,1,45,116.76,5252.59,116.72422222222222,1,1,0.2797612075326502,0
1,1,1,1,1,0,1,2,0,2,1,0,0,0,0,2,42,29.64,1256.19,29.909285714285716,1,0,0.27924773503082273,0
0,0,0,0,1,2,1,1,2,0,2,1,1,0,1,1,49,37.4,1824.62,37.23714285714286,2,0,0.2780064227749981,0
1,0,0,0,1,2,0,0,0,0,1,0,2,0,0,3,49,118.87,5841.26,119.20938775510204,0,0,0.27797226142363923,0
1,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,41,35.07,1433.01,34.95146341463415,1,0,0.2778787468172274,0
1,0,0,0,1,1,1,0,2,0,2,2,0,0,1,1,43,40.18,1733.38,40.31116279069768,2,1,0.27758379966238633,0
1,0,0,1,1,2,0,2,0,1,0,1,2,0,1,0,44,29.65,1305.74,29.67590909090909,1,0,0.27720875534200473,0
0,0,0,1,1,0,2,0,2,0,1,0,2,0,1,3,44,55.12,2418.81,54.97295454545454,1,1,0.27676891471875426,0
1,1,0,0,1,2,2,2,0,0,2,2,2,0,1,3,58,79.13,4573.32,78.8503448275862,2,0,0.2766356573591394,0
0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,41,114.18,4677.35,114.08170731707318,0,0,0.2764388853363026,0
0,0,1,0,1,0,0,0,0,2,0,2,2,0,0,2,46,34.51,1595.45,34.68369565217392,0,0,0.2763342380986227,0
1,0,1,0,1,2,2,1,2,1,1,0,0,0,0,3,37,62.47,2307.45,62.36351351351351,1,0,0.2763244514881747,0
1,1,0,1,1,0,1,2,2,0,0,2,0,0,1,0,38,38.96,1480.06,38.94894736842105,2,1,0.2762967158361548,0
0,0,0,1,1,0,0,0,1,0,0,2,1,0,1,0,42,77.24,3251.24,77.41047619047619,0,0,0.2761130436864613,0
1,0,0,0,1,0,2,1,0,2,0,2,2,0,0,3,52,27.02,1413.19,27.17673076923077,0,0,0.2760413661305766,0
0,1,0,0,1,2,0,0,1,2,2,0,2,0,0,2,54,33.05,1797.08,33.279259259259256,1,0,0.27370655774282643,0
0,0,0,0,1,1,2,1,0,1,0,1,0,0,1,0,50,41.78,2075.69,41.5138,0,0,0.2736782339033486,0
0,0,0,0,1,0,1,2,0,2,2,1,0,0,1,3,57,108.65,6193.51,108.6580701754386,2,0,0.27347516399953475,0
1,0,0,0,1,2,2,0,2,2,1,2,2,0,0,3,42,49.23,2069.66,49.27761904761904,1,1,0.27343829276438936,0
1,0,0,0,1,2,1,1,0,2,0,0,1,0,1,2,51,80.63,4116.6,80.71764705882353,0,1,0.2716106244468048,0
0,1,0,0,1,0,1,2,0,0,2,1,2,0,0,1,60,18.48,1104.06,18.401,2,0,0.27102100025867315,0
1,0,0,1,1,0,2,0,0,2,0,2,1,0,0,2,35,112.44,3932.54,112.35828571428571,0,0,0.27067295381557493,0
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,50,35.62,1782.75,35.655,0,0,0.27025622581238856,0
1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,3,43,24.61,1047.48,24.36,0,0,0.270087274214342,0
0,0,0,0,1,0,2,0,0,0,1,2,2,0,0,3,56,52.84,2957.38,52.81035714285714,0,0,0.26996963696321685,0
1,0,1,0,1,0,1,1,0,2,2,0,0,0,0,3,50,46.87,2340.27,46.8054,1,0,0.26988729520374033,0
0,1,1,0,1,1,2,2,0,0,1,0,0,0,0,2,49,87.87,4308.61,87.9308163265306,1,0,0.26961973589163646,0
1,0,1,0,1,2,2,2,0,0,0,0,0,0,1,3,43,117.52,5065.18,117.79488372093024,1,1,0.2691502865461713,0
1,0,1,0,1,0,0,0,0,0,2,1,2,0,0,1,46,111.57,5130.69,111.53673913043477,1,0,0.2687136993986868,0
1,0,0,0,1,2,1,0,0,2,1,0,2,0,1,3,55,99.18,5449.96,99.09018181818182,0,0,0.26782480969583833,0
1,0,0,1,1,0,1,0,1,2,2,2,0,0,1,3,46,94.91,4369.62,94.99173913043478,1,0,0.2677246012970682,0
1,0,1,1,1,0,2,2,0,1,0,0,0,0,0,1,35,36.84,1288.92,36.82628571428572,1,1,0.26762230356568356,0
1,0,1,1,1,2,0,0,0,2,1,1,2,0,1,3,44,108.25,4754.66,108.06045454545455,0,1,0.26720467832794526,0
0,0,0,0,1,0,1,0,1,0,1,2,1,0,1,1,57,68.67,3901.16,68.44140350877193,0,1,0.26629217672849864,0
1,0,0,0,0,1,1,0,1,0,2,2,0,0,1,0,51,22.83,1168.29,22.907647058823528,1,0,0.26618825102546995,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,3,53,114.66,6083.91,114.79075471698113,0,0,0.2658812266933502,0
1,1,1,0,1,0,2,2,0,0,0,0,2,0,0,0,46,76.39,3491.95,75.91195652173913,1,0,0.2640160890042173,0
0,0,1,0,1,0,0,0,1,2,2,1,2,0,0,1,51,23.2,1162.48,22.793725490196078,1,1,0.2639835720227373,0
0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,3,59,100.6,5917.09,100.28966101694915,0,0,0.26397333914934623,0
1,0,0,0,1,0,0,2,2,2,1,1,2,0,0,2,52,37.68,1959.41,37.68096153846154,2,0,0.26386896500252893,0
1,0,0,0,1,2,0,2,2,1,0,2,1,0,1,3,50,40.75,2038.64,40.772800000000004,2,0,0.2622363441814622,0
0,0,0,0,1,0,2,0,1,2,0,1,2,0,1,0,51,80.58,4098.6,80.36470588235295,0,0,0.2599336492035787,0
1,0,0,0,1,2,1,2,0,1,1,1,0,0,0,2,53,54.43,2890.11,54.53037735849057,1,0,0.25973796856086345,0
1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,43,92.92,4003.26,93.09906976744186,0,0,0.2595701545575104,0
1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,51,49.72,2520.15,49.41470588235294,0,0,0.2593911122044509,0
0,1,1,0,1,2,1,0,0,2,1,2,2,0,1,0,53,95.64,5073.02,95.71735849056604,0,0,0.25872130534876875,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,45,108.13,4864.47,108.09933333333333,0,1,0.25840818295191015,0
0,0,0,0,1,2,2,1,0,0,2,2,2,0,0,2,59,29.81,1740.87,29.506271186440674,1,0,0.2581708572818302,0
0,1,0,0,1,0,0,1,0,2,2,0,1,0,1,2,69,41.49,2855.05,41.37753623188406,1,0,0.2578052776429425,0
0,0,0,0,1,1,1,2,2,2,0,2,1,0,1,1,48,78.6,3766.27,78.46395833333334,2,0,0.25779760102811394,0
1,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,56,46.53,2605.96,46.535000000000004,1,0,0.2573541101510501,0
1,0,1,1,1,0,0,1,2,0,0,0,0,0,1,2,41,44.2,1808.96,44.1209756097561,1,0,0.2564524979191342,0
1,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,47,20.63,985.62,20.97063829787234,1,0,0.2564200522059475,0
1,0,0,0,1,0,1,0,2,2,2,1,1,0,0,2,45,95.43,4296.41,95.47577777777778,2,0,0.2559736427872546,0
0,0,1,1,1,2,0,0,2,1,1,2,2,0,0,2,36,107.11,3859.86,107.21833333333333,1,1,0.2544081789154364,0
1,0,0,1,1,2,1,2,0,0,1,1,1,0,1,2,55,36.89,2021.05,36.74636363636363,1,1,0.2537668509704576,0
0,0,0,1,1,2,0,2,0,0,1,2,1,0,1,2,57,81.79,4673.4,81.98947368421052,1,0,0.25297377810476784,0
1,0,0,0,1,0,1,1,0,0,0,1,2,0,1,1,62,30.45,1869.48,30.15290322580645,0,0,0.25293066642169665,0
1,0,1,1,1,2,1,0,1,0,0,0,0,0,1,0,34,102.32,3473.35,102.15735294117647,0,0,0.25266371344094113,0
0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,1,44,55.18,2435.13,55.343863636363636,2,0,0.2523822496210693,0
1,1,1,1,1,2,1,0,1,1,2,2,2,0,0,1,41,98.1,4024.6,98.1609756097561,1,0,0.2516915512562755,0
0,0,0,0,1,0,2,1,2,0,0,1,2,0,1,2,56,53.69,3000.78,53.58535714285715,1,0,0.2516620292864756,0
0,0,0,0,1,0,0,2,0,2,1,0,0,0,1,2,65,73.71,4768.55,73.3623076923077,1,0,0.25158872199936083,0
1,0,0,1,1,2,1,0,1,0,2,0,1,0,1,3,50,95.26,4766.29,95.3258,1,0,0.25153822937511494,0
1,0,0,1,1,0,0,2,1,0,0,1,2,0,1,3,57,49.33,2823.58,49.536491228070176,1,0,0.2508223324962505,0
0,0,1,0,1,2,2,0,0,0,1,1,0,0,1,1,51,79.16,4037.04,79.15764705882353,0,1,0.2503708606899414,0
0,0,1,0,1,0,1,2,2,2,0,2,2,0,1,1,51,20.62,1057.97,20.74450980392157,2,0,0.24887549734891082,0
0,0,1,0,1,2,1,0,0,2,0,0,2,0,1,1,49,109.13,5330.37,108.7830612244898,0,0,0.24864856345707695,0
1,0,1,0,1,0,2,2,0,1,1,2,2,0,0,0,51,102.07,5202.14,102.00274509803923,1,0,0.24842074197959427,0
1,0,1,1,1,0,0,0,0,2,2,2,0,0,1,0,46,62.94,2891.38,62.85608695652174,1,0,0.24799503260967787,0
0,0,1,1,1,0,1,2,0,2,2,2,0,0,1,2,52,69.81,3624.62,69.70423076923076,2,0,0.24797030652384608,0
1,1,1,0,1,0,1,2,2,1,0,1,0,0,0,3,45,85.98,3863.27,85.85044444444445,2,1,0.24751486379752377,0
1,0,1,0,1,2,1,0,2,2,1,2,2,0,1,3,48,103.83,4975.81,103.66270833333334,1,1,0.24745990002765136,0
1,0,0,0,1,2,1,1,0,1,0,1,0,0,1,2,56,101.49,5689.61,101.60017857142857,0,0,0.24745833928155808,0
1,0,1,0,1,0,2,0,1,2,0,1,2,0,0,2,48,33.87,1616.68,33.68083333333333,0,0,0.24732509239410722,0
0,0,1,0,1,2,1,1,2,2,2,2,0,0,0,1,42,112.44,4723.46,112.46333333333334,2,0,0.24675415410811696,0
0,1,0,0,1,0,1,0,1,0,2,2,1,0,1,3,67,86.54,5792.65,86.45746268656715,1,0,0.2464441094524277,0
0,1,0,0,1,2,0,0,1,2,0,2,0,0,1,1,56,87.51,4897.85,87.46160714285715,0,1,0.24587130685074424,0
1,1,0,0,1,0,2,0,0,1,0,2,2,0,1,0,58,67.16,3896.07,67.17362068965518,0,0,0.24583085382834477,0
1,0,1,1,1,0,1,2,0,0,2,2,2,0,1,3,58,24.42,1418.37,24.45465517241379,2,0,0.2457921418158587,0
1,1,1,0,1,2,0,1,2,2,0,1,1,0,1,1,49,69.79,3411.08,69.61387755102041,1,0,0.24558524719116204,0
0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,53,22.79,1210.22,22.83433962264151,1,0,0.2454864567697364,0
0,0,1,1,1,0,1,0,0,1,0,0,2,0,1,1,46,113.44,5204.45,113.14021739130435,0,1,0.24506928146445142,0
0,0,0,0,1,2,0,0,2,2,2,0,1,0,0,1,47,97.8,4592.61,97.71510638297872,2,1,0.24468853387205122,0
0,0,1,0,0,2,1,0,2,2,0,1,2,0,1,3,46,89.06,4110.21,89.35239130434783,1,1,0.2438775269233018,0
0,0,0,0,1,2,0,0,2,2,0,2,2,0,0,2,49,44.67,2189.76,44.68897959183674,1,0,0.24359023460557053,0
0,0,1,1,1,0,2,2,0,2,0,0,2,0,1,1,49,78.69,3841.07,78.38918367346939,1,0,0.24323008856087494,0
0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,45,67.89,3033.54,67.412,0,0,0.24264948962213462,0
0,0,1,0,1,2,1,0,0,2,1,1,2,0,1,1,56,103.68,5792.14,103.43107142857143,0,0,0.24261054309384988,0
0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,2,60,28.34,1710.3,28.505,0,0,0.2425385950794685,0
1,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,37,81.41,3011.74,81.39837837837837,1,0,0.24227278720918252,0
0,0,1,0,1,1,0,1,2,2,1,0,0,0,1,0,53,47.08,2494.68,47.06943396226415,1,0,0.2422246491758611,0
1,0,0,1,0,0,0,0,2,1,1,2,1,0,0,1,42,106.7,4465.82,106.32904761904761,1,0,0.24194178635936173,0
0,0,0,1,1,2,2,2,2,2,2,0,1,0,1,3,49,88.29,4315.26,88.0665306122449,3,1,0.24114194432228506,0
1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,2,44,68.81,3030.35,68.87159090909091,0,0,0.24080080476416169,0
1,0,0,1,1,2,0,0,2,0,2,0,0,0,1,1,43,102.55,4400.36,102.33395348837209,2,0,0.24056444677014924,0
0,0,1,1,1,2,2,2,1,0,0,2,2,0,0,0,39,113.24,4411.96,113.12717948717949,1,0,0.2404708479535498,0
1,0,0,0,1,2,2,0,2,1,0,0,2,0,1,3,51,59.97,3043.68,59.68,1,1,0.2402010576942604,0
0,0,1,1,1,0,1,2,0,2,0,2,0,0,1,2,52,28.7,1492.67,28.705192307692307,1,0,0.240044669388421,0
1,0,1,0,1,0,1,1,0,1,1,1,2,0,0,0,59,27.15,1589.96,26.948474576271188,0,1,0.23987982423370718,0
1,0,0,0,1,0,2,0,0,0,2,0,2,0,0,1,59,39.78,2344.61,39.739152542372885,1,1,0.2396141958439866,0
0,0,1,0,1,2,2,2,0,2,2,1,2,0,1,1,58,89.7,5201.74,89.6851724137931,2,0,0.23958709771848838,0
0,0,1,0,1,2,1,0,0,0,0,1,2,0,1,3,56,114.82,6442.52,115.045,0,0,0.238603623539766,0
0,1,0,0,1,0,2,2,2,2,1,0,2,0,0,2,61,23.09,1430.48,23.450491803278688,2,1,0.23855945552406294,0
0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1,52,78.04,4046.81,77.82326923076923,0,0,0.23840150514508254,0
0,0,1,1,1,0,0,1,0,1,0,1,2,0,1,2,58,48.43,2817.41,48.576034482758615,0,0,0.23816852851522768,0
0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,61,100.96,6168.61,101.12475409836065,1,1,0.2381597753369742,0
0,1,0,0,0,2,0,0,0,2,1,2,2,0,0,0,61,68.26,4165.02,68.27901639344263,0,0,0.23807759543822085,0
0,0,1,1,1,2,1,1,0,2,0,0,2,0,0,1,46,72.36,3327.3,72.33260869565218,0,0,0.2377863465483989,0
1,0,0,1,1,2,1,2,2,2,0,0,0,0,1,2,42,97.25,4081.91,97.18833333333333,2,0,0.23768418954824505,0
0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,2,63,116.39,7328.61,116.32714285714285,0,0,0.2371567018747929,0
0,0,1,0,1,1,0,2,0,1,0,0,0,0,1,3,60,74.29,4445.4,74.08999999999999,1,1,0.23714963506918746,0
0,0,1,1,1,0,0,0,1,1,2,0,2,0,1,3,56,115.05,6435.47,114.91910714285714,1,0,0.23708832584373493,0
0,1,1,0,1,1,1,2,1,0,2,0,0,0,1,2,64,49.41,3165.21,49.45640625,2,0,0.23696746496233542,0
1,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,65,74.5,4838.99,74.446,0,0,0.23674257293194995,0
1,0,0,0,1,2,1,0,1,1,2,1,0,0,1,1,56,113.14,6339.2,113.2,1,0,0.2363643491575356,0
0,0,1,0,1,2,0,0,2,2,0,1,2,0,1,1,49,59.17,2899.94,59.18244897959184,1,0,0.23522174975388757,0
1,1,1,0,1,0,0,0,1,2,2,1,0,0,1,0,59,47.06,2779.1,47.103389830508476,1,0,0.2350260275370308,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,49,110.93,5439.76,111.01551020408164,0,1,0.2349871713190873,0
0,0,0,1,1,0,1,0,2,2,1,0,2,0,1,1,52,81.14,4227.53,81.29865384615384,1,0,0.23497438265425544,0
1,0,1,0,1,0,1,0,0,2,0,1,0,0,1,2,55,47.36,2596.78,47.21418181818182,0,0,0.23486866028622974,0
0,0,1,1,1,2,1,0,0,1,2,0,2,0,0,2,50,40.46,2009.84,40.196799999999996,1,1,0.2348491159151493,0
1,0,1,1,1,0,1,2,2,1,0,0,0,0,0,3,41,37.32,1545.35,37.69146341463414,2,0,0.2347538321442556,0
1,0,1,1,1,0,2,0,1,2,0,0,2,0,1,1,48,27.37,1302.92,27.144166666666667,0,0,0.23446829542353834,0
0,0,1,0,1,2,1,2,0,0,2,2,0,0,1,2,60,106.57,6389.57,106.49283333333332,2,0,0.23417539755149122,0
1,0,0,0,1,0,1,0,2,1,2,2,1,0,0,3,55,58.69,3238.01,58.8729090909091,2,1,0.23417150930658154,0
0,1,1,0,1,0,1,2,0,2,1,0,1,0,0,2,64,50.09,3203.72,50.058125,1,0,0.2339614533653549,0
1,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,55,80.89,4447.85,80.87,0,0,0.23379317954086054,0
1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,2,56,38.95,2179.01,38.91089285714286,0,0,0.23373497964978968,0
0,0,0,0,0,0,0,2,1,1,0,2,2,0,1,0,66,27.0,1781.99,26.999848484848485,1,0,0.23361198883850892,0
1,0,0,0,1,1,0,0,0,2,0,2,2,0,1,3,64,84.35,5412.22,84.5659375,0,0,0.23288526237458637,0
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,61,107.92,6577.48,107.82754098360655,0,1,0.2326778411161989,0
1,0,1,1,1,0,1,1,0,1,0,2,2,0,0,2,49,114.86,5642.77,115.15857142857143,0,0,0.2323875369828197,0
1,0,1,0,1,0,0,2,2,1,2,0,1,0,1,2,57,83.91,4791.78,84.06631578947368,3,0,0.23233676746221826,0
0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,49,111.58,5473.56,111.70530612244899,1,1,0.23097142075357938,0
0,0,1,1,1,0,1,0,2,1,2,1,0,0,0,3,44,68.4,3019.43,68.62340909090909,2,0,0.23003502417360774,0
0,0,1,1,1,0,1,2,1,0,0,2,2,0,1,2,55,109.57,5994.81,108.99654545454545,1,1,0.22989874073992578,0
0,0,0,0,1,0,0,0,2,2,1,2,2,0,1,0,62,50.98,3151.64,50.83290322580645,1,0,0.2297372608270806,0
0,0,1,0,1,0,2,0,1,1,0,0,2,0,1,2,60,34.66,2085.04,34.75066666666667,0,0,0.22907041019066074,0
1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,50,20.57,1049.82,20.996399999999998,0,0,0.22872475198699405,0
0,0,1,0,1,0,0,2,0,2,0,2,1,0,0,0,57,47.82,2717.13,47.66894736842105,1,0,0.2285962022493456,0
0,0,0,0,1,0,2,0,2,0,2,1,1,0,0,1,54,74.26,3990.28,73.89407407407408,2,1,0.22831646459424676,0
0,0,0,0,0,1,1,2,2,2,1,0,2,0,1,2,63,99.68,6280.92,99.69714285714286,2,0,0.2280233012414437,0
0,1,0,0,1,2,0,1,1,2,2,2,0,0,0,1,66,50.87,3358.0,50.878787878787875,1,1,0.22762035954836696,0
1,0,1,0,0,0,1,2,2,0,0,2,2,0,1,1,52,112.82,5859.54,112.68346153846154,2,1,0.22739927462653645,0
1,0,0,0,1,0,0,0,2,2,0,1,0,0,1,1,54,65.2,3525.08,65.27925925925926,1,0,0.22690673673627224,0
1,0,0,0,1,0,2,0,2,2,1,2,1,0,0,0,51,76.64,3910.24,76.67137254901961,1,0,0.22616740510726513,0
1,0,1,1,1,2,0,2,0,2,0,0,0,0,1,0,50,20.83,1042.81,20.856199999999998,1,1,0.22599426722156138,0
0,0,0,1,1,0,2,2,0,0,2,2,2,0,1,0,64,41.73,2658.77,41.54328125,2,0,0.22586512670670042,0
1,0,1,0,1,2,1,2,2,0,2,1,2,0,1,0,55,53.09,2924.46,53.172000000000004,3,0,0.22552941601966284,0
1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,64,50.18,3214.31,50.22359375,0,0,0.22527839621682488,0
0,0,1,1,1,0,1,0,1,2,0,0,1,0,0,0,45,57.96,2609.72,57.99377777777777,0,0,0.22526468307760644,0
0,0,1,1,1,0,1,1,2,1,2,1,2,0,0,0,49,55.25,2689.36,54.884897959183675,2,0,0.22486033570717825,0
0,0,1,1,0,0,0,1,2,0,0,1,1,0,0,0,43,102.56,4400.0,102.32558139534883,1,0,0.22355995390204225,0
0,1,0,1,1,0,2,0,1,0,1,2,0,0,1,2,63,82.21,5179.05,82.20714285714286,0,0,0.22339083689199457,0
1,0,1,1,1,0,0,0,2,2,1,1,2,0,1,1,50,90.37,4514.97,90.2994,1,1,0.22290691586026942,0
1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,58,30.02,1740.93,30.01603448275862,0,0,0.2224589455462742,0
0,0,1,0,1,0,1,0,0,0,2,2,2,0,1,0,65,71.96,4702.85,72.35153846153847,1,0,0.22212219558880444,0
1,0,1,0,1,2,1,0,2,2,2,2,1,0,1,1,51,92.51,4739.63,92.93392156862745,2,1,0.22092148143566914,0
1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,52,86.82,4504.4,86.62307692307692,0,0,0.2207573178389379,0
0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,58,102.04,5907.34,101.85068965517242,0,0,0.22061549537478167,0
1,1,0,0,0,0,1,0,2,1,0,2,2,0,1,3,64,43.81,2824.18,44.1278125,1,0,0.22045926554188516,0
1,0,1,0,1,1,1,0,2,2,2,2,0,0,1,1,51,94.19,4805.74,94.23019607843136,2,0,0.22040025350312295,0
1,0,1,0,1,2,1,2,1,0,1,1,2,0,0,1,60,74.61,4466.25,74.4375,1,0,0.2201790697589326,0
1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,61,42.76,2596.95,42.57295081967213,0,0,0.21980408005667806,0
1,0,1,0,1,2,0,1,0,1,2,0,2,0,0,1,63,62.54,3932.37,62.418571428571425,1,0,0.21964383156593542,0
1,0,0,0,1,2,1,2,1,1,1,2,1,0,0,1,64,50.3,3204.02,50.0628125,1,0,0.21935946091048109,0
1,0,1,0,1,0,2,1,0,2,2,2,0,0,0,3,61,116.26,7078.18,116.03573770491803,1,0,0.21890934580650057,0
0,0,1,1,0,2,1,2,0,0,0,2,2,0,0,3,53,100.56,5306.91,100.13037735849056,1,0,0.21855600282040802,0
0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,3,63,64.54,4064.43,64.5147619047619,0,0,0.21844612438450908,0
